Property Address,Property Name,Star Rating,Energy Star,LEED Certified,Building Status,Number Of Units,Style,RBA,Secondary Type,Market Name,Submarket Name,City,State,Zip,County Name,For Sale Price,For Sale Status,Year Built,Year Renovated,Number Of Stories,$Price/Unit,Cap Rate,Vacancy %,Avg Unit SF,Avg Asking/Unit,Avg Asking/SF,Avg Effective/Unit,Avg Effective/SF,Avg Concessions %,% Studios,% 1-Bed,% 2-Bed,% 3-Bed,% 4-Bed,Rent Type,Affordable Type,Market Segment,Parking Spaces/Unit,Number Of Parking Spaces,Days On Market,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,All-Inclusive,All-Suites,Amenities,Anchor GLA,Anchor Tenants,Architect Name,Average Weighted Rent,Avg Asking/Bed,Avg Rent-Direct (Industrial),Avg Rent-Direct (Office),Avg Rent-Direct (Retail),Avg Rent-Sublet (Industrial),Avg Rent-Sublet (Office),Avg Rent-Sublet (Retail),Brand,Building Class,Building Operating Expenses,Building Park,Building Tax Expenses,Ceiling Ht,Closest Transit Stop,Closest Transit Stop Dist (mi),Closest Transit Stop Walk Time (min),Column Spacing,Constr Status,Construction Begin,Construction Material,Continent,Core Factor,Country,Cross Street,Developer Name,Direct Available Space,Direct Services,Direct Vacant Space,Drive Ins,Exp Year,Features,Fema Flood Zone,Flood Risk Area,For Sale Price/Room,Four Bedroom Asking Rent/Bed,Four Bedroom Asking Rent/SF,Four Bedroom Asking Rent/Unit,Four Bedroom Avg SF,Four Bedroom Concessions %,Four Bedroom Effective Rent/Bed,Four Bedroom Effective Rent/SF,Four Bedroom Effective Rent/Unit,Four Bedroom Vacancy %,Four Bedroom Vacant Units,Fund Name,Gas,Heating,Hotel Class,Hotel Grade,Hotel Location Type,Hotel Open Date,Hotel Operator,Land Area (AC),Land Area (SF),Last Sale Date,Last Sale Price,Latitude,Leasing Company Address,Leasing Company City State Zip,Leasing Company Contact,Leasing Company Fax,Leasing Company Name,Leasing Company Phone,Longitude,Max Building Contiguous Space,Max Contig Mtg Space,Max Floor Contiguous Space,Month Built,Month Renovated,Mtg Rooms,Number Of 1 Bedrooms Units,Number Of 2 Bedrooms Units,Number Of 3 Bedrooms Units,Number Of 4 Bedrooms Units,Number of Beds,Number Of Cranes,Number Of Elevators,Number Of Loading Docks,Number Of Studios Units,Office Space,One Bedroom Asking Rent/Bed,One Bedroom Asking Rent/SF,One Bedroom Asking Rent/Unit,One Bedroom Avg SF,One Bedroom Concessions %,One Bedroom Effective Rent/Bed,One Bedroom Effective Rent/SF,One Bedroom Effective Rent/Unit,One Bedroom Vacancy %,One Bedroom Vacant Units,Operation Type,Operational Status,Ops Expense,Ops Expense Per SF,Owner Address,Owner City State Zip,Owner Contact,Owner Name,Owner Phone,Parcel Number 1(Min),Parcel Number 2(Max),Parent Company,Parking Ratio,Parking Spaces/Room,Percent Leased,Power,Pre-Leasing,Primary Agent Name,Primary Corridors,Property Location,Property Manager Address,Property Manager City State Zip,Property Manager Contact,Property Manager Name,Property Manager Phone,PropertyID,PropertyType,Proposed Land Use,Rail Lines,Recorded Owner Address,Recorded Owner City State Zip,Recorded Owner Contact,Recorded Owner Name,Recorded Owner Phone,Rent/SF/Yr,Restaurant,Rooms,Sale Company Address,Sale Company City State Zip,Sale Company Contact,Sale Company Fax,Sale Company Name,Sale Company Phone,Sales Company,Sales Contact,Sales Contact Phone,Scale,Services,Sewer,Smallest Available Space,Sprinklers,Studio Asking Rent/Bed,Studio Asking Rent/SF,Studio Asking Rent/Unit,Studio Avg SF,Studio Concessions %,Studio Effective Rent/Bed,Studio Effective Rent/SF,Studio Effective Rent/Unit,Studio Vacancy %,Studio Vacant Units,Subcontinent,Sublet Available Space,Sublet Services,Sublet Vacant Space,Submarket Cluster,Tax Year,Taxes Per SF,Taxes Total,Tenancy,Three Bedroom Asking Rent/Bed,Three Bedroom Asking Rent/SF,Three Bedroom Asking Rent/Unit,Three Bedroom Avg SF,Three Bedroom Concessions %,Three Bedroom Effective Rent/Bed,Three Bedroom Effective Rent/SF,Three Bedroom Effective Rent/Unit,Three Bedroom Vacancy %,Three Bedroom Vacant Units,Total Available Space (SF),Total Buildings,Total Mtg Space,Total New Space (SF),Total Relet Space (SF),Total Sublet Space (SF),Total Vacant Avail Relet Space (SF),Total Vacant Avail Sublet Space (SF),Total Vacant Available,True Owner Address,True Owner City State Zip,True Owner Contact,True Owner Name,True Owner Phone,Two Bedroom Asking Rent/Bed,Two Bedroom Asking Rent/SF,Two Bedroom Asking Rent/Unit,Two Bedroom Avg SF,Two Bedroom Concessions %,Two Bedroom Effective Rent/Bed,Two Bedroom Effective Rent/SF,Two Bedroom Effective Rent/Unit,Two Bedroom Vacancy %,Two Bedroom Vacant Units,Typical Floor Size,University,Water,Zoning
3300 W Wells Branch Pky,33Hundred,4,,,Existing,348,Garden,306387,Apartments,Austin,Wells Branch,Austin,TX,78728,Travis,,N,2015,,3,,,1.8,881.00,"1,710",1.94,"1,703",1.93,0.40,,62.07,33.33,4.60,,Market,,All,0.00,,0,01/22/2020,48453C0255K,48453C,0255K,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Breakfast/Coffee Concierge, Grill, Package Service, Recycling, Wheelchair Accessible (Rooms)",,,,-,,,,,,,,,A,,,,,Howard Station,0.59,12.00,,Existing,Aug 2014,Wood Frame,Americas,,United States,,Trinsic Residential Group,,,0,,,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Breakfast/Coffee Concierge, Grill, Package Service, Recycling, Wheelchair Accessible (Rooms)","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,14.60,635976,12/15/2015,,30.4412012,,,,,,,-97.6950737,,,,5,,,216,116,16,,,,0,,,,"1,455",2.09,"1,455",694,0.40,"1,449",2.09,"1,449",1.90,4,,,,,4370 La Jolla Village Dr Suite # 960,"San Diego, CA 92122-1249",Melissa Frerichs,"Strata Equity Group, Inc.",8585460900,271369,271370,,,,,,,,,,3300 W Wells Branch Pky,"Austin, TX 78728",,Pinnacle - 33Hundred,8338278775,9469897,Multi-Family,,,4370 La Jolla Village Dr,"San Diego, CA 92122-1249",,"Auramich, LLC",,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Pflugerville,,,,,859,1.79,"2,577",1441,0.40,856,1.78,"2,567",0.00,0,,12,,,,,,,,4370 La Jolla Village Dr Suite # 960,"San Diego, CA 92122-1249",Melissa Frerichs,"Strata Equity Group, Inc.",8585460900,"1,033",1.79,"2,066",1152,0.40,"1,029",1.79,"2,058",1.70,2,13304,,,
8700 Westgate Blvd,West Gate Ridge Apartments,3,,,Existing,140,Garden,131514,Apartments,Austin,Cherry Creek,Austin,TX,78745,Travis,,N,2018,,3,,,4.4,906.00,"1,222",1.35,"1,222",1.35,0.00,,60.00,40.00,,,Affordable,Rent Restricted,All,,,0,09/26/2008,48453C0580H,48453C,0580H,No,100-year and 500-year Floodplain,No,No,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Property Manager on Site, Maintenance on site, Patio, Wheelchair Accessible (Rooms)",,,,-,,,,,,,,,B,2021 Tax @ $1992.02/Unit,,2021 Tax @ $1992.02/Unit,,Downtown Station,9.03,,,Existing,Mar 2017,,Americas,,United States,,Signature Construction,,,0,,,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Property Manager on Site, Maintenance on site, Patio, Wheelchair Accessible (Rooms)","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,5.16,224922,,,30.1924861,,,,,,,-97.8323734,,,,3,,,84,56,,,,,0,,,,"1,138",1.50,"1,138",761,0.00,"1,138",1.50,"1,138",4.80,4,,,,,700 Lavaca St,"Austin, TX 78767",,Travis County,5128349317,04222302020000,04222302020000,,,,,,,,,,8700 Westgate Blvd,"Austin, TX 78745",,Pedcor Management - West Gate Ridge Apartments,5127175706,10332043,Multi-Family,,,700 Lavaca St,"Austin, TX 78701-3101",,Tchfc West Gate Land Llc,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,South Austin,2021,2.12,278882.87,,,,,,,,,,,,,4,,,,,,,,700 Lavaca St,"Austin, TX 78767",,Travis County,5128349317,674,1.20,"1,348",1127,0.00,674,1.20,"1,348",3.60,2,43838,,,
401 Westinghouse Rd,Chapel Hill Apartments,3,,,Under Construction,324,Garden,392200,Apartments,Austin,Georgetown-Leander,Georgetown,TX,78626-7593,Williamson,,N,2023,,3,,,,,,,,,0.00,,29.01,49.38,21.60,,Market,,All,,503,0,12/20/2019,48491C0485F,48491C,0485F,No,100-year and 500-year Floodplain,No,No,"24 Hour Access, Air Conditioning, Clubhouse, Pool, Property Manager on Site, PATH",,,Meeks & Partners,-,,,,,,,,,B,2021 Tax @ $0.06/Unit,,2021 Tax @ $0.06/Unit,,Austin-Bergstrom International,40.05,,,Under Construction,Oct 2021,,Americas,,United States,,,,,0,,,"24 Hour Access, Air Conditioning, Clubhouse, Pool, Property Manager on Site, PATH","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,10.17,443005,,,30.5823784,,,,,,,-97.6849375,,,,2,,,94,160,70,,,,0,,,,,,,,,,,,,,,,,,100 Park Ave Suite # 3500,"New York, NY 10017-5516",,Abacus Capital Group,2122034960,R544775,R544775,,1.28,,,,,,,,,,,,,11441008,Multi-Family,,,,,,,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Georgetown-Leander,2021,0.,20.17,,,,,,,,,,,,,13,,,,,,,,100 Park Ave Suite # 3500,"New York, NY 10017-5516",,Abacus Capital Group,2122034960,,,,,,,,,,,130733,,,
500 Westinghouse Rd,Ascend at Westinghouse,3,,,Under Construction,300,Garden,200000,Apartments,Austin,Round Rock,Georgetown,TX,78626,Williamson,,N,2023,,3,,,,,,,,,0.00,,,,,,Market,,All,,,0,12/20/2019,48491C0485F,48491C,0485F,No,100-year and 500-year Floodplain,No,No,,,,W Partnership Inc,-,,,,,,,,,B,2021 Tax @ $0.03/Unit,,2021 Tax @ $0.03/Unit,,Austin-Bergstrom International,39.44,,,Under Construction,Apr 2022,,Americas,,United States,,"DHI Communities Construction of  Arizona,LLC",,,0,,,,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,,,5/4/2022,,30.5790096,,,,,,,-97.6839655,,,,8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Desai Family Trust,,R544775,R606075,,,,,,,,,,,,,,,12635628,Multi-Family,,,,,,Desai Family Trust,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Round Rock,2021,0.,10.26,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,66667,,,
600 Westinghouse Rd,Madison at Westinghouse,4,,,Existing,250,Garden,209730,Apartments,Austin,Round Rock,Georgetown,TX,78626,Williamson,,N,2015,,3,,,4.9,878.00,"1,510",1.72,"1,501",1.71,0.60,,59.20,38.40,2.40,,Market,,All,,,0,12/20/2019,48491C0485F,48491C,0485F,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Gated, Breakfast/Coffee Concierge, Grill, Package Service, Storage Space, Lounge, Sundeck, Dining Room, Vinyl Flooring, Wheelchair Accessible (Rooms), Window Coverings",,,,-,,,,,,,,,B,2021 Tax @ $2897.01/Unit,,2021 Tax @ $2897.01/Unit,,Austin-Bergstrom International,32.77,,,Existing,Feb 2014,Wood Frame,Americas,,United States,,,,,0,,,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Gated, Breakfast/Coffee Concierge, Grill, Package Service, Storage Space, Lounge, Sundeck, Dining Room, Vinyl Flooring, Wheelchair Accessible (Rooms), Window Coverings","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,Origin Capital Fund III,,,,,,,,13.00,566411,10/15/2019,,30.5796421,,,,,,,-97.6812723,,,,2,,,148,96,6,,,,0,,,,"1,348",1.88,"1,348",719,0.60,"1,340",1.86,"1,340",4.70,7,,,,,121 W Wacker Dr Suite # 1000,"Chicago, IL 60601-1781",Michael Episcope,Origin Investments,8006288008,R524192,R524192,,,,,,,,,,600 Westinghouse Rd,"Georgetown, TX 78626",,RPM - Madison at Westinghouse,5126885025,9285659,Multi-Family,,,5508 Parkcrest Dr Suite # 320,"Austin, TX 78731-4905",,"600 Westinghouse, LLC",5124133626,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Round Rock,2021,3.45,724252.09,,709,1.65,"2,128",1287,0.60,705,1.64,"2,115",0.00,0,,10,,,,,,,,121 W Wacker Dr Suite # 1000,"Chicago, IL 60601-1781",Michael Episcope,Origin Investments,8006288008,861,1.56,"1,722",1101,0.60,856,1.55,"1,712",5.20,5,69910,,,
1400 Westinghouse Rd,Villages of Georgetown,4,,,Existing,438,Garden,125000,Apartments,Austin,Round Rock,Georgetown,TX,78626,Williamson,,N,2018,,1,,,5.3,"1,074.00","1,991",1.85,"1,985",1.85,0.30,,58.90,24.66,8.22,8.22%,Market,,All,,400,0,12/20/2019,48491C0485F,48491C,0485F,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Pool, Gated, Tanning Salon, Gameroom, Pet Play Area, Community-Wide WiFi, Elevator, Lounge, Multi Use Room, Pet Care, Pet Washing Station, Sundeck, Double Pane Windows, Island Kitchen, Pantry, Patio",,,,-,,,,,,,,,A,2021 Tax @ $4031.79/Unit,,2021 Tax @ $4031.79/Unit,,Austin-Bergstrom International,40.74,,,Existing,Dec 2016,Wood Frame,Americas,,United States,,W3 Luxury Living,,,0,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Pool, Gated, Tanning Salon, Gameroom, Pet Play Area, Community-Wide WiFi, Elevator, Lounge, Multi Use Room, Pet Care, Pet Washing Station, Sundeck, Double Pane Windows, Island Kitchen, Pantry, Patio","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,681,1.42,"2,725",1917,1.50,671,1.40,"2,684",5.60,2,,,,,,,,,59.00,2569848,,,30.5842174,,,,,,,-97.6664057,,,,3,,,258,108,36,36,,,0,,,,"1,744",2.14,"1,744",816,0.00,"1,744",2.14,"1,744",5.40,14,,,,,1 Beacon St,"Boston, MA 02108-3107",,Berkshire,6176462300,R557940,R557942,,3.20,,,,,,,,1400 Westinghouse Rd,"Georgetown, TX 78626",,Berkshire - Villages of Georgetown,5126886200,10505206,Multi-Family,,,2505 N State Highway 360,"Grand Prairie, TX 75050-7818",,WRIA 2016-7 LP,,Not Disclosed,No,,,,,,,,,,,Independent,,,,Wet,,,,,,,,,,,North America,,,0,Round Rock,2021,14.13,1765924.30,,831,1.62,"2,492",1539,1.50,818,1.60,"2,455",5.60,2,,67,,,,,,,,1 Beacon St,"Boston, MA 02108-3107",,Berkshire,6176462300,"1,086",1.73,"2,171",1258,0.00,"1,086",1.73,"2,171",5.60,6,125000,,,none
2401 Westinghouse Rd,NorthStar Apartments,3,,,Existing,210,Low-Rise,210000,Apartments,Austin,Georgetown-Leander,Georgetown,TX,78626,Williamson,,N,2020,,3,,,8.1,"1,015.00","1,984",1.95,"1,967",1.94,0.90,,50.95,49.05,,,Market,,Senior,,,0,12/20/2019,48491C0485F,48491C,0485F,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Pool, Property Manager on Site, Spa, Gameroom, Media Center/Movie Theatre, Pet Play Area",,,,-,,,,,,,,,B,2021 Tax @ $3125.01/Unit,,2021 Tax @ $3125.01/Unit,,Austin-Bergstrom International,40.27,,,Existing,Sep 2019,,Americas,,United States,,"Avery Centre Dev Co, Inc.",,,0,,,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Pool, Property Manager on Site, Spa, Gameroom, Media Center/Movie Theatre, Pet Play Area","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,11.51,501376,12/16/2021,,30.5905995,,,,,,,-97.6556009,,,,10,,,107,103,,,,,0,,,,"1,772",2.16,"1,772",819,0.00,"1,772",2.16,"1,772",8.40,9,,,,,1275 Pennsylvania Ave NW Suite # 200,"Washington, DC 20004-2404",,Capitol Seniors Housing,2024698400,R584701,R584701,,,,,,,,,,2401 Westinghouse Rd,"Georgetown, TX 78626",,United Group - North Star Georgetown,8554769003,11207042,Multi-Family,,,1275 Pennsylvania Ave NW,"Washington, DC 20004-2404",,Csh Georgetown Act Llc,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Georgetown-Leander,2021,3.13,656251.48,,,,,,,,,,,,,2,,,,,,,,1275 Pennsylvania Ave NW Suite # 200,"Washington, DC 20004-2404",,Capitol Seniors Housing,2024698400,"1,102",1.81,"2,205",1220,1.60,"1,085",1.78,"2,170",7.80,8,70000,,,MF1/MF2
1201 W Whitestone Blvd,Whitestone Crossing,4,,,Existing,120,Low-Rise,100000,Apartments,Austin,Cedar Park,Cedar Park,TX,78613,Williamson,,N,2020,,2,,,6.1,858.00,"1,688",1.97,"1,676",1.95,0.70,,79.17,20.83,,,Market,,All,,46,0,12/20/2019,48491C0463F,48491C,0463F,No,100-year and 500-year Floodplain,No,No,"24 Hour Access, Air Conditioning, Clubhouse, Fitness Center, Pool, Property Manager on Site, Tenant Controlled HVAC, Gated, Maintenance on site",,,,-,,,,,,,,,A,2021 Tax @ $3265.58/Unit,,2021 Tax @ $3265.58/Unit,,Lakeline Station,5.56,,,Existing,Apr 2019,,Americas,,United States,,,,,0,,,"24 Hour Access, Air Conditioning, Clubhouse, Fitness Center, Pool, Property Manager on Site, Tenant Controlled HVAC, Gated, Maintenance on site","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,6.06,263974,4/12/2021,,30.5170926,,,,,,,-97.8450832,,,,6,,,95,25,,,,,0,,,,"1,560",2.00,"1,560",782,0.70,"1,549",1.98,"1,549",6.30,6,,,,,6340 N Campbell Ave,"Tucson, AZ 85718    ",,A F Sterling Marketing,5205773600,R413045,R413045,,0.46,,,,,,,,1201 W Whitestone Blvd,"Cedar Park, TX 78613",,ResProp - Whitestone Crossing,5125965529,11020376,Multi-Family,,,6340 Campbell Ave,"Tucson, AZ 85718",,Whitestone Crossing Apts Llc,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Cedar Park,2021,3.92,391869.26,,,,,,,,,,,,,1,,,,,,,,6340 N Campbell Ave,"Tucson, AZ 85718    ",,A F Sterling Marketing,5205773600,"1,088",1.89,"2,175",1150,0.70,"1,080",1.88,"2,160",8.00,2,50000,,,MF
Wilke Ln Ln,,4,,,Under Construction,409,Garden,550750,Apartments,Austin,Pflugerville,Pflugerville,TX,78660,Travis,,N,2024,,2,,,,,,,,,0.00,,,100.00,,,Market,,All,,,0,08/18/2014,48453C0280J,48453C,0280J,No,100-year and 500-year Floodplain,No,No,Air Conditioning,,,,-,,,,,,,,,B,2021 Tax @ $114.98/Unit,,2021 Tax @ $114.98/Unit,,Austin-Bergstrom International,26.88,,,Under Construction,Apr 2022,,Americas,,United States,,,,,0,,,Air Conditioning,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,102.98,4485809,,,30.470036,,,,,,,-97.600374,,,,9,,,,409,,,,,0,,,,,,,,,,,,,,,,,,230 West St Suite # 200,"Columbus, OH 43215    ",Rob Zelina,"Lifestyle Property Management, Ltd",6149182000,02824603200000,02834102080000,,,,,,,,,,,,,,,12463472,Multi-Family,,,230 West St Suite # 200,"Columbus, OH 43215    ",,"LC Pflugerville Holdings, LLC",,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Pflugerville,2021,0.09,47024.80,,,,,,,,,,,,,4,,,,,,,,230 West St Suite # 200,"Columbus, OH 43215    ",Rob Zelina,"Lifestyle Property Management, Ltd",6149182000,,,,,,,,,,,275375,,,
112 Will Davis Dr,Revolve ATX,4,,,Under Construction,100,Mid-Rise,85000,Apartments,Austin,Highland,Austin,TX,78752,Travis,,N,2023,,5,,,,875.00,,,,,0.00,,100.00,,,,Market,,All,,,0,01/01/1900,,,,No,100-year and 500-year Floodplain,No,No,,,,,-,,,,,,,,,A,2021 Tax @ $484.70/Unit,,2021 Tax @ $484.70/Unit,,Highland Station,0.32,19.00,,Under Construction,Jun 2021,,Americas,,United States,Highland Campus Dr,"Redleaf Properties, LLC",,,0,,,,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,3.43,149626,,,30.3278994,,,,,,,-97.7137821,,,,6,,,100,,,,,,0,,,,,,,875,,,,,,,,,,,4015 Guadalupe St,"Austin, TX 78751    ",,"Redleaf Properties, LLC",5124725003,02281101020000,02281101020000,,,,,,,,,,,,,,,12700059,Multi-Family,,,4015 Guadalupe St,"Austin, TX 78751",,Hm Land I Llc,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Midtown Austin,2021,0.57,48470.01,,,,,,,,,,,,,1,,,,,,,,4015 Guadalupe St,"Austin, TX 78751    ",,"Redleaf Properties, LLC",5124725003,,,,,,,,,,,17000,,,
304 E William Cannon Dr,Marquis SoCo,4,,,Existing,140,Garden,126464,Apartments,Austin,Sweetbriar,Austin,TX,78745-5722,Travis,,N,2014,,3,,,5.3,895.00,"1,703",1.90,"1,692",1.89,0.70,,65.71,34.29,,,Market,,All,1.07,50,0,09/26/2008,48453C0585H,48453C,0585H,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Property Manager on Site, Furnished Units Available, Package Service, Storage Space, House Sitter Services, Lounge, Maintenance on site, Sundeck, Dining Room, Window Coverings",,,,-,,,,,,,,,B,2021 Tax @ $62.12/Unit,,2021 Tax @ $62.12/Unit,,Downtown Station,6.66,,,Existing,Sep 2013,Wood Frame,Americas,,United States,,Heiser Development Corporation,,,0,None,,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Property Manager on Site, Furnished Units Available, Package Service, Storage Space, House Sitter Services, Lounge, Maintenance on site, Sundeck, Dining Room, Window Coverings","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,5.47,238273,6/24/2019,,30.193156,,,,,,,-97.776267,,,,9,,,92,48,,,,,0,,,,"1,614",2.09,"1,614",771,0.70,"1,603",2.08,"1,603",5.40,5,,,,,14 Corporate Plaza Dr Suite # 210,"Newport Beach, CA 92660-7913",Marcus Lam,CWS Capital Partners LLC,9496404200,04191108180000,04191108180000,,1.08,,,,,,,,304 E William Cannon Dr,"Austin, TX 78745-5728",,CWS Apartments - Marquis SoCo,5128794105,9277833,Multi-Family,,,14 Corporate Plaza Dr,"Newport Beach, CA 92660-7913",,Cws Soco Saf Xi Llc,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,South Austin,2021,0.07,8696.66,,,,,,,,,,,,,7,,,,,,,,14 Corporate Plaza Dr Suite # 210,"Newport Beach, CA 92660-7913",Marcus Lam,CWS Capital Partners LLC,9496404200,939,1.65,"1,877",1135,0.70,932,1.64,"1,865",6.30,3,42155,,,
2112 E William Cannon Dr,William Cannon Apartment Homes,4,,,Existing,252,Garden,220200,Apartments,Austin,Bluff Springs,Austin,TX,78744,Travis,,N,2015,,3,,,2.0,962.00,"1,411",1.47,"1,411",1.47,0.00,,28.57,52.38,19.05,,Affordable,Rent Restricted,All,,,0,09/26/2008,48453C0585H,48453C,0585H,No,100-year and 500-year Floodplain,No,No,"24 Hour Access, Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Gated, Pet Play Area, Maintenance on site, Patio",,,,-,,,,,,,,,A,2021 Tax @ $2395.91/Unit,,2021 Tax @ $2395.91/Unit,,Downtown Station,6.70,,,Existing,,Wood Frame,Americas,,United States,,Pedcor Bancorp,,,0,,,"24 Hour Access, Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Gated, Pet Play Area, Maintenance on site, Patio","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,25.69,1119056,,,30.1892187,,,,,,,-97.7611319,,,,,,,72,132,48,,,,0,,,,"1,198",1.66,"1,198",723,0.00,"1,198",1.66,"1,198",1.40,1,,,,,730 3rd Ave SW,"Carmel, IN 46032-2036",,Pedcor Companies,3175870320,04220301190000,04220301190000,,,,,,,,,,2112 E William Cannon Dr,"Austin, TX 78744",,Pedcor - William Cannon Apartment Homes,5127176179,9701347,Multi-Family,,,502 E Highland Mall Blvd,"Austin, TX 78752-3722",,Tr Strategic Hsng Finance Corp Of,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Southeast Austin,2021,2.74,603770.12,,553,1.35,"1,658",1231,0.00,553,1.35,"1,658",2.10,1,,12,,,,,,,,730 3rd Ave SW,"Carmel, IN 46032-2036",,Pedcor Companies,3175870320,719,1.45,"1,438",995,0.00,719,1.45,"1,438",2.30,3,10605,,,
2400 E William Cannon Dr,Bridge at Canyon View,4,,,Under Construction,215,Low-Rise,175000,Apartments,Austin,Bluff Springs,Austin,TX,78744,Travis,,N,2022,,3,,,,,,,,,0.00,,33.02,25.12,41.86,,Market,,All,,,0,01/22/2020,48453C0595K,48453C,0595K,Yes,100-year Floodplain,No,No,,,,LDG Development,-,,,,,,,,,A,2021 Tax @ $194.86/Unit,,2021 Tax @ $194.86/Unit,,Downtown Station,6.82,,,Under Construction,Apr 2021,,Americas,,United States,,LDG Development,,,0,,,,The base floodplain where base flood elevations are provided. AE Zones are now used on new format FIRMs instead of A1-A30 Zones.,High Risk Areas,,,,,,,,,,,,,,,,,,,,,,,,30.1854888,,,,,,,-97.756279,,,,9,,,71,54,90,,,,0,,,,,,,,,,,,,,,,,,1124 S Interstate 35,"Austin, TX 78704-2614",,Housing Authority Of City & Austin,5124774488,04230101470000,04230101470000,,,,,,,,,,2400 E William Cannon Dr,"Austin, TX 78744",,Solidago - Bridge at Canyon View,3034074500,10311806,Multi-Family,,,1124 S Interstate 35,"Austin, TX 78704-2614",,Housing Authority Of City & Austin,5124774488,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Southeast Austin,2021,0.24,41894.55,,,,,,,,,,,,,4,,,,,,,,1124 S Interstate 35,"Austin, TX 78704-2614",,Housing Authority Of City & Austin,5124774488,,,,,,,,,,,58333,,,
